row_order,requested_concept_code,target_concept_code,concept_code,standard_concept_name,n_code_target,n_code_no_target,n_target_no_code,n_no_code_no_target,n_target_before_code,n_code_before_target
1,30082-Race-2,30082-Race-2,30082-Race-1,Race selected; White,20,385,333,45,333,385
28260,32589-Symptoms_Ill_2,32589-Symptoms_Ill_2,30160-Symptom_Inflamm-2,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Joint or any other unexplained pain",0,48,0,678,0,48
28261,32590-Symptoms_Ill_3,32590-Symptoms_Ill_3,30160-Symptom_Inflamm-2,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Joint or any other unexplained pain",10,38,14,664,14,38
28262,32591-Symptoms_Ill_4,32591-Symptoms_Ill_4,30160-Symptom_Inflamm-2,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Joint or any other unexplained pain",3,45,4,674,4,45
28263,32592-Symptoms_Ill_5,32592-Symptoms_Ill_5,30160-Symptom_Inflamm-2,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Joint or any other unexplained pain",14,34,13,665,13,34
28264,32593-Symptoms_Ill_6,32593-Symptoms_Ill_6,30160-Symptom_Inflamm-2,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Joint or any other unexplained pain",14,34,66,612,66,34
28265,32594-Symptoms_Ill_7,32594-Symptoms_Ill_7,30160-Symptom_Inflamm-2,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Joint or any other unexplained pain",9,39,34,644,34,39
28266,32595-Symptoms_Ill_8,32595-Symptoms_Ill_8,30160-Symptom_Inflamm-2,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Joint or any other unexplained pain",9,39,11,667,11,39
28267,32596-Symptoms_Ill_9,32596-Symptoms_Ill_9,30160-Symptom_Inflamm-2,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Joint or any other unexplained pain",11,37,4,674,4,37
28268,32597-Symptoms_Ill_10,32597-Symptoms_Ill_10,30160-Symptom_Inflamm-2,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Joint or any other unexplained pain",28,20,62,616,62,20
28269,32598-Symptoms_Ill_11,32598-Symptoms_Ill_11,30160-Symptom_Inflamm-2,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Joint or any other unexplained pain",12,36,22,656,22,36
28270,32599-Symptoms_Ill_12,32599-Symptoms_Ill_12,30160-Symptom_Inflamm-2,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Joint or any other unexplained pain",21,27,88,590,88,27
28271,32600-Symptoms_Ill_13,32600-Symptoms_Ill_13,30160-Symptom_Inflamm-2,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Joint or any other unexplained pain",21,27,0,678,0,27
28272,32601-Symptoms_Ill_14,32601-Symptoms_Ill_14,30160-Symptom_Inflamm-2,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Joint or any other unexplained pain",7,41,2,676,2,41
28273,32602-Symptoms_Ill_15,32602-Symptoms_Ill_15,30160-Symptom_Inflamm-2,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Joint or any other unexplained pain",5,43,8,670,8,43
28274,32603-Symptoms_Ill_16,32603-Symptoms_Ill_16,30160-Symptom_Inflamm-2,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Joint or any other unexplained pain",7,41,11,667,11,41
28275,32604-Symptoms_Ill_17,32604-Symptoms_Ill_17,30160-Symptom_Inflamm-2,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Joint or any other unexplained pain",17,31,19,659,19,31
28276,32605-Symptoms_Ill_18,32605-Symptoms_Ill_18,30160-Symptom_Inflamm-2,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Joint or any other unexplained pain",4,44,1,677,1,44
28277,32606-Symptoms_Ill_19,32606-Symptoms_Ill_19,30160-Symptom_Inflamm-2,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Joint or any other unexplained pain",1,47,1,677,1,47
28278,32607-Symptoms_Ill_20,32607-Symptoms_Ill_20,30160-Symptom_Inflamm-2,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Joint or any other unexplained pain",0,48,0,678,0,48
28279,32608-Symptoms_Ill_21,32608-Symptoms_Ill_21,30160-Symptom_Inflamm-2,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Joint or any other unexplained pain",16,32,79,599,79,32
28280,32609-Symptoms_Ill_22,32609-Symptoms_Ill_22,30160-Symptom_Inflamm-2,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Joint or any other unexplained pain",0,48,0,678,0,48
28281,32610-Symptoms_Ill_23,32610-Symptoms_Ill_23,30160-Symptom_Inflamm-2,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Joint or any other unexplained pain",10,38,18,660,18,38
28282,32611-Symptoms_Ill_24,32611-Symptoms_Ill_24,30160-Symptom_Inflamm-2,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Joint or any other unexplained pain",2,46,0,678,0,46
28283,32612-Symptoms_Ill_25,32612-Symptoms_Ill_25,30160-Symptom_Inflamm-2,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Joint or any other unexplained pain",12,36,59,619,59,36
28284,32613-Symptoms_Ill_26,32613-Symptoms_Ill_26,30160-Symptom_Inflamm-2,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Joint or any other unexplained pain",5,43,21,657,21,43
28285,32614-Symptoms_Ill_27,32614-Symptoms_Ill_27,30160-Symptom_Inflamm-2,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Joint or any other unexplained pain",0,48,2,676,2,48
28286,32615-Symptoms_Ill_28,32615-Symptoms_Ill_28,30160-Symptom_Inflamm-2,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Joint or any other unexplained pain",3,45,1,677,1,45
28287,32616-Symptoms_Ill_29,32616-Symptoms_Ill_29,30160-Symptom_Inflamm-2,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Joint or any other unexplained pain",7,41,15,663,15,41
28288,32617-Symptoms_Ill_30,32617-Symptoms_Ill_30,30160-Symptom_Inflamm-2,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Joint or any other unexplained pain",4,44,7,671,7,44
28289,32618-Symptoms_Ill_999,32618-Symptoms_Ill_999,30160-Symptom_Inflamm-2,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Joint or any other unexplained pain",0,48,0,678,0,48
28290,bin_30106-currently_pregnant,bin_30106-currently_pregnant,30160-Symptom_Inflamm-2,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Joint or any other unexplained pain",0,48,11,660,11,48
28291,bin_30107-alcohol_consume,bin_30107-alcohol_consume,30160-Symptom_Inflamm-2,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Joint or any other unexplained pain",24,22,426,237,426,22
28292,bin_30117-Deaf,bin_30117-Deaf,30160-Symptom_Inflamm-2,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Joint or any other unexplained pain",0,48,10,664,10,48
28293,bin_30118-Blind,bin_30118-Blind,30160-Symptom_Inflamm-2,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Joint or any other unexplained pain",1,47,6,671,6,47
28294,bin_30119-Concentrating,bin_30119-Concentrating,30160-Symptom_Inflamm-2,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Joint or any other unexplained pain",5,43,30,638,30,43
28295,bin_30120-Walking,bin_30120-Walking,30160-Symptom_Inflamm-2,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Joint or any other unexplained pain",8,40,32,644,32,40
28296,bin_30121-Dressing,bin_30121-Dressing,30160-Symptom_Inflamm-2,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Joint or any other unexplained pain",0,48,8,669,8,48
28297,bin_30122-Errands,bin_30122-Errands,30160-Symptom_Inflamm-2,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Joint or any other unexplained pain",1,46,14,659,14,46
28298,bin_30123-ColorBlind,bin_30123-ColorBlind,30160-Symptom_Inflamm-2,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Joint or any other unexplained pain",1,45,6,661,6,45
28299,bin_31401-research_before,bin_31401-research_before,30160-Symptom_Inflamm-2,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Joint or any other unexplained pain",11,25,160,471,160,25
28300,target_athome_positive,target_athome_positive,30160-Symptom_Inflamm-2,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Joint or any other unexplained pain",9,35,33,623,33,35
28301,target_pcr_positive,target_pcr_positive,30160-Symptom_Inflamm-2,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Joint or any other unexplained pain",17,25,35,449,35,25
28302,30103-conditionsrisks-10,30103-conditionsrisks-10,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,14,710,14,1
28303,30103-conditionsrisks-13,30103-conditionsrisks-13,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,62,662,62,1
28304,30103-conditionsrisks-14,30103-conditionsrisks-14,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,102,622,102,1
28305,30103-conditionsrisks-15,30103-conditionsrisks-15,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,2,722,2,1
28306,30103-conditionsrisks-16,30103-conditionsrisks-16,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,13,711,13,1
28307,30103-conditionsrisks-17,30103-conditionsrisks-17,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,26,698,26,1
28308,30103-conditionsrisks-19,30103-conditionsrisks-19,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,24,700,24,1
28309,30103-conditionsrisks-2,30103-conditionsrisks-2,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,51,673,51,1
28310,30103-conditionsrisks-20,30103-conditionsrisks-20,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,318,406,318,1
28311,30103-conditionsrisks-22,30103-conditionsrisks-22,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",1,0,9,715,9,0
28312,30103-conditionsrisks-23,30103-conditionsrisks-23,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,1,723,1,1
28313,30103-conditionsrisks-3,30103-conditionsrisks-3,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",1,0,107,617,107,0
28314,30103-conditionsrisks-4,30103-conditionsrisks-4,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",1,0,129,595,129,0
28315,30103-conditionsrisks-5,30103-conditionsrisks-5,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,17,707,17,1
28316,30103-conditionsrisks-6,30103-conditionsrisks-6,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,1,723,1,1
28317,30103-conditionsrisks-7,30103-conditionsrisks-7,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,4,720,4,1
28318,30103-conditionsrisks-8,30103-conditionsrisks-8,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,15,709,15,1
28319,30103-conditionsrisks-9,30103-conditionsrisks-9,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,46,678,46,1
28320,30103-conditionsrisks-999,30103-conditionsrisks-999,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,16,708,16,1
28321,30138-COVID_Why-1,30138-COVID_Why-1,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,97,628,97,1
28322,30138-COVID_Why-2,30138-COVID_Why-2,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,66,659,66,1
28323,30138-COVID_Why-3,30138-COVID_Why-3,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,36,689,36,1
28324,30138-COVID_Why-4,30138-COVID_Why-4,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,24,701,24,1
28325,30138-COVID_Why-5,30138-COVID_Why-5,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,37,688,37,1
28326,30138-COVID_Why-999,30138-COVID_Why-999,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,3,722,3,1
28327,30141-covid_tst_symptoms-1,30141-covid_tst_symptoms-1,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,8,717,8,1
28328,30141-covid_tst_symptoms-10,30141-covid_tst_symptoms-10,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,53,672,53,1
28329,30141-covid_tst_symptoms-11,30141-covid_tst_symptoms-11,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,28,697,28,1
28330,30141-covid_tst_symptoms-12,30141-covid_tst_symptoms-12,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,52,673,52,1
28331,30141-covid_tst_symptoms-13,30141-covid_tst_symptoms-13,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,13,712,13,1
28332,30141-covid_tst_symptoms-14,30141-covid_tst_symptoms-14,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,9,716,9,1
28333,30141-covid_tst_symptoms-15,30141-covid_tst_symptoms-15,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,15,710,15,1
28334,30141-covid_tst_symptoms-16,30141-covid_tst_symptoms-16,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,19,706,19,1
28335,30141-covid_tst_symptoms-17,30141-covid_tst_symptoms-17,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,33,692,33,1
28336,30141-covid_tst_symptoms-18,30141-covid_tst_symptoms-18,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,5,720,5,1
28337,30141-covid_tst_symptoms-19,30141-covid_tst_symptoms-19,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,2,723,2,1
28338,30141-covid_tst_symptoms-21,30141-covid_tst_symptoms-21,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,46,679,46,1
28339,30141-covid_tst_symptoms-23,30141-covid_tst_symptoms-23,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,17,708,17,1
28340,30141-covid_tst_symptoms-25,30141-covid_tst_symptoms-25,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,38,687,38,1
28341,30141-covid_tst_symptoms-26,30141-covid_tst_symptoms-26,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,12,713,12,1
28342,30141-covid_tst_symptoms-28,30141-covid_tst_symptoms-28,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,3,722,3,1
28343,30141-covid_tst_symptoms-29,30141-covid_tst_symptoms-29,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,12,713,12,1
28344,30141-covid_tst_symptoms-3,30141-covid_tst_symptoms-3,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,24,701,24,1
28345,30141-covid_tst_symptoms-30,30141-covid_tst_symptoms-30,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,7,718,7,1
28346,30141-covid_tst_symptoms-31,30141-covid_tst_symptoms-31,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,1,724,1,1
28347,30141-covid_tst_symptoms-4,30141-covid_tst_symptoms-4,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,11,714,11,1
28348,30141-covid_tst_symptoms-5,30141-covid_tst_symptoms-5,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,35,690,35,1
28349,30141-covid_tst_symptoms-6,30141-covid_tst_symptoms-6,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,69,656,69,1
28350,30141-covid_tst_symptoms-7,30141-covid_tst_symptoms-7,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,25,700,25,1
28351,30141-covid_tst_symptoms-8,30141-covid_tst_symptoms-8,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,21,704,21,1
28352,30141-covid_tst_symptoms-9,30141-covid_tst_symptoms-9,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,20,705,20,1
28353,30141-covid_tst_symptoms-998,30141-covid_tst_symptoms-998,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,1,724,1,1
28354,30147-flu_why-1,30147-flu_why-1,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,8,717,8,1
28355,30147-flu_why-3,30147-flu_why-3,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,2,723,2,1
28356,30147-flu_why-999,30147-flu_why-999,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,2,723,2,1
28357,30150-flu_tst_symptoms-1,30150-flu_tst_symptoms-1,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,3,722,3,1
28358,30150-flu_tst_symptoms-10,30150-flu_tst_symptoms-10,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,4,721,4,1
28359,30150-flu_tst_symptoms-12,30150-flu_tst_symptoms-12,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,2,723,2,1
28360,30150-flu_tst_symptoms-13,30150-flu_tst_symptoms-13,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,1,724,1,1
28361,30150-flu_tst_symptoms-15,30150-flu_tst_symptoms-15,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,1,724,1,1
28362,30150-flu_tst_symptoms-16,30150-flu_tst_symptoms-16,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,1,724,1,1
28363,30150-flu_tst_symptoms-21,30150-flu_tst_symptoms-21,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,3,722,3,1
28364,30150-flu_tst_symptoms-23,30150-flu_tst_symptoms-23,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,1,724,1,1
28365,30150-flu_tst_symptoms-3,30150-flu_tst_symptoms-3,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,3,722,3,1
28366,30150-flu_tst_symptoms-30,30150-flu_tst_symptoms-30,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,1,724,1,1
28367,30150-flu_tst_symptoms-5,30150-flu_tst_symptoms-5,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,3,722,3,1
28368,30150-flu_tst_symptoms-6,30150-flu_tst_symptoms-6,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,8,717,8,1
28369,30150-flu_tst_symptoms-7,30150-flu_tst_symptoms-7,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,2,723,2,1
28370,30150-flu_tst_symptoms-8,30150-flu_tst_symptoms-8,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,2,723,2,1
28371,30150-flu_tst_symptoms-9,30150-flu_tst_symptoms-9,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,4,721,4,1
28372,30153-Symptoms-1,30153-Symptoms-1,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,551,174,551,1
28373,30153-Symptoms-2,30153-Symptoms-2,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,66,659,66,1
28374,30153-Symptoms-3,30153-Symptoms-3,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,84,641,84,1
28375,30153-Symptoms-4,30153-Symptoms-4,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,7,718,7,1
28376,30153-Symptoms-5,30153-Symptoms-5,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",1,0,130,595,130,0
28377,30153-Symptoms-6,30153-Symptoms-6,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",1,0,48,677,48,0
28378,30153-Symptoms-999,30153-Symptoms-999,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,5,720,5,1
28379,30154-Symptoms_Resp-1,30154-Symptoms_Resp-1,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,479,246,479,1
28380,30154-Symptoms_Resp-2,30154-Symptoms_Resp-2,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,149,576,149,1
28381,30154-Symptoms_Resp-21,30154-Symptoms_Resp-21,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",1,0,104,621,104,0
28382,30154-Symptoms_Resp-3,30154-Symptoms_Resp-3,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",1,0,150,575,150,0
28383,30154-Symptoms_Resp-4,30154-Symptoms_Resp-4,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",1,0,34,691,34,0
28384,30154-Symptoms_Resp-5,30154-Symptoms_Resp-5,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,26,699,26,1
28385,30154-Symptoms_Resp-6,30154-Symptoms_Resp-6,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",1,0,52,673,52,0
28386,30154-Symptoms_Resp-7,30154-Symptoms_Resp-7,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,29,696,29,1
28387,30154-Symptoms_Resp-999,30154-Symptoms_Resp-999,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,4,721,4,1
28388,30156-Symptom_GI-1,30156-Symptom_GI-1,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",1,0,568,157,568,0
28389,30156-Symptom_GI-2,30156-Symptom_GI-2,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,81,644,81,1
28390,30156-Symptom_GI-3,30156-Symptom_GI-3,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,58,667,58,1
28391,30156-Symptom_GI-4,30156-Symptom_GI-4,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,57,668,57,1
28392,30156-Symptom_GI-5,30156-Symptom_GI-5,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,44,681,44,1
28393,30156-Symptom_GI-999,30156-Symptom_GI-999,30160-Symptom_Inflamm-3,"In the last 14 days,  the participant experienced the following  inflammatory symptoms; Red or purple rash or lesions on your toes",0,1,4,721,4,1
